GivenName,Surname,City,StateFull,CountryFull,EmailAddress,Username,TelephoneNumber,Birthday,Occupation,Company
Harriet,Clapp,Burnaby,"British Columbia",Canada,HarrietRClapp@armyspy.com,Sailse,604-298-6491,6/25/1938,"Training coordinator","Hollywood Video"
Michele,Montijo,Chipman,Alberta,Canada,MicheleRMontijo@gustr.com,Theken,780-363-4194,9/28/1970,Dishwasher,"Geri's Hamburgers"
Brandy,Pridgen,Dauphin,Manitoba,Canada,BrandyGPridgen@rhyta.com,Pand1941,204-647-1869,4/26/1941,"Industrial truck and tractor operator","Rossi Auto Parts"
Chris,Chamberlain,Kitchener,Ontario,Canada,ChrisLChamberlain@armyspy.com,Othapprocy1972,519-585-3562,6/12/1972,"Information clerk","Electronic Geek"
Cynthia,Reyes,Montreal,Quebec,Canada,CynthiaJReyes@rhyta.com,Thelismor,514-877-4598,12/20/1991,"Worker compensation coordinator","Rogers Food Stores"
Leonard,Torrez,Toronto,Ontario,Canada,LeonardMTorrez@cuvox.de,Faut1955,416-245-0570,4/25/1955,"Procurement clerk","Complete Tech"
Susan,Thomas,"Red Deer",Alberta,Canada,SusanHThomas@superrito.com,Knobson,403-755-8778,3/28/1957,"Quality control inspector","Maxiserve "
Joseph,Penney,Schreiber,Ontario,Canada,JosephBPenney@fleckens.hu,Favered53,807-824-4912,2/25/1953,"Surfacing equipment operator","Network Air"
Robert,Montgomery,Toronto,Ontario,Canada,RobertTMontgomery@jourrapide.com,Yarstions,416-724-8531,1/13/1971,Hairstylist,"Lechters Housewares"
Carol,Perkins,Edmonton,Alberta,Canada,CarolRPerkins@dayrep.com,Warot1994,780-298-4235,3/2/1994,Auditor,"Beaver Lumber"
Charles,Browner,Macamic,Quebec,Canada,CharlesLBrowner@fleckens.hu,Ketter,819-782-6613,6/19/1997,Soldier,"Peter Reeves"
Stephen,Addison,Norwich,Ontario,Canada,StephenPAddison@jourrapide.com,Hignat,519-468-0049,10/26/1939,"Telephone service representative",Heslop's
Edward,Benavides,Viking,Alberta,Canada,EdwardGBenavides@rhyta.com,Wilill,780-336-3326,7/2/1947,"Service station attendant","Media Play"
Zachary,Brunet,"St Fulgence",Quebec,Canada,ZacharyPBrunet@fleckens.hu,Ofectown,418-674-7392,1/10/1996,"Health physicist","Purity Supreme"
Nick,Henry,Montreal,Quebec,Canada,NickDHenry@armyspy.com,Pultooper,514-873-7754,5/16/1940,"Chief operating officer","Integra Design"
Gary,Brooks,Toronto,Ontario,Canada,GaryPBrooks@einrot.com,Bele2003,416-687-5934,11/12/2003,"Employee assistance plan manager","Jewel Mart"
Robert,Curtis,Vancouver,"British Columbia",Canada,RobertECurtis@jourrapide.com,Samelles,604-649-6907,11/25/1970,"Insulation worker",Veramons
Alan,Staten,"Trois Rivieres",Quebec,Canada,AlanBStaten@superrito.com,Forines,819-697-1336,6/4/1984,"University faculty","Boston Sea Party"
Mandy,McCullough,Vernon,"British Columbia",Canada,MandyJMcCullough@superrito.com,Pultooper,250-550-2722,8/8/1943,"Trial lawyer",Furrow's
Stacey,Jacques,Squamish,"British Columbia",Canada,StaceyBJacques@gustr.com,Neet1946,604-849-2078,2/28/1946,Pipelayer,"Karl's Shoes"
Patsy,Beers,Rolphton,Ontario,Canada,PatsyCBeers@gustr.com,Pase1975,613-586-0369,4/3/1975,"Holistic nurse","Afforda Merchant Services"
Aurora,Haugen,Toronto,Ontario,Canada,AuroraMHaugen@dayrep.com,Dockly,416-534-9202,4/4/1966,"Recreation leader","Star Interior Design"
Shawn,Bostrom,Vancouver,"British Columbia",Canada,ShawnJBostrom@cuvox.de,Porcen,604-691-0525,6/16/1974,"Title abstractor","Hudson's MensWear"
Jamie,Burns,Athabasca,Alberta,Canada,JamieABurns@superrito.com,Heregailing,780-675-3005,8/18/1978,"Soldering worker","Food Fair"
James,Nelson,Toronto,Ontario,Canada,JamesJNelson@einrot.com,Wilts1953,416-386-9468,12/11/1953,"Bureau of Diplomatic Security special agent","Omni Realty"
Matthew,Yang,Revelstoke,"British Columbia",Canada,MatthewOYang@superrito.com,Promand62,250-814-9565,2/2/1962,"Metal-refining furnace tender",Rickel
Linda,Evans,Montreal,Quebec,Canada,LindaAEvans@rhyta.com,Vorbith,514-874-4104,1/9/1945,Farmer,"Intelli Wealth Group"
Alanna,Joseph,Cooksville,Ontario,Canada,AlannaEJoseph@einrot.com,Nessell,905-277-5206,10/27/1985,"Support service manager","Argus Tapes & Records"
Savanna,Bonin,Nipigon,Ontario,Canada,SavannaBBonin@gustr.com,Didich,807-887-4161,3/19/1989,"Civil engineering technician","Enrich Garden Services"
Sue,Martin,"Sault Ste Marie",Ontario,Canada,SueTMartin@einrot.com,Preved79,705-257-4857,2/20/1979,"Gynecologic sonographer","Eagle Hardware & Garden"
Diane,Malone,Whitney,Ontario,Canada,DianeKMalone@superrito.com,Chimeste,613-637-7555,1/25/1995,Airman,"Corinthian Designs"
Erica,Rhoton,Byemoor,Alberta,Canada,EricaTRhoton@jourrapide.com,Theablen,403-579-2958,4/1/1939,"Inside wire installer","Olson Electronics"
Jessica,Box,Blenheim,Ontario,Canada,JessicaKBox@jourrapide.com,Spromilt,519-676-2165,7/12/1939,"Industrial relations manager",Perisolution
James,White,Creston,"British Columbia",Canada,JamesJWhite@gustr.com,Tions1996,250-435-1131,6/23/1996,"Computer aide","Your Choices"
Annette,Smith,Montreal,Quebec,Canada,AnnetteESmith@cuvox.de,Hatifix,514-904-2204,8/17/1938,"Copy marker","Hills Supermarkets"
Malinda,Thomas,Castlegar,"British Columbia",Canada,MalindaCThomas@rhyta.com,Ingaing,250-365-2880,3/27/1960,"Teacher assistant","La Petite Boulangerie"
Marva,Maze,Calgary,Alberta,Canada,MarvaCMaze@superrito.com,Woodles84,403-204-4845,5/11/1984,"Optical instrument assembler","Four Leaf Clover"
Johnna,Huber,Gibsons,"British Columbia",Canada,JohnnaJHuber@dayrep.com,Brions,604-212-9915,5/22/1983,"Shipping-and-receiving supervisor","Tam's Stationers"
Patricia,Day,Toronto,Ontario,Canada,PatriciaVDay@superrito.com,Wasseepard,416-229-0016,1/4/1983,"Social and human service assistant","G.I. Joe's"
Mark,Treadwell,Saskatoon,Saskatchewan,Canada,MarkITreadwell@superrito.com,Topoicusin,306-261-6033,4/20/1990,"Secret Service agent",Patterson-Fletcher
Scott,Bean,"St Andrews East",Quebec,Canada,ScottMBean@fleckens.hu,Ocespeat54,450-537-3555,7/3/1954,"Physical metallurgical engineer","Creative Wealth Management"
Felix,Anderson,Collingwood,Ontario,Canada,FelixSAnderson@dayrep.com,Prign1948,705-446-8196,6/11/1948,"Construction inspector","Computer City"
Debbie,Evans,Calgary,Alberta,Canada,DebbieDEvans@rhyta.com,Abachis,403-292-6582,8/27/1969,"Numerical tool and process control programmer","Omni Architectural Designs"
Alonzo,Porter,Montreal,Quebec,Canada,AlonzoPPorter@einrot.com,Quabluninfor,514-691-8409,11/2/1946,"Control and valve installer","Northern Star"
Deborah,Nichols,Eaglesham,Alberta,Canada,DeborahDNichols@teleworm.us,Waallovar1968,780-359-1933,7/13/1968,"Transportation engineer",Grossman's
Maurice,Chesley,Ottawa,Ontario,Canada,MauriceLChesley@armyspy.com,Ratents,613-863-3537,1/23/2002,"Loan closer",Mikrotechnic
Douglas,Obrien,"Pouce Coupe","British Columbia",Canada,DouglasTObrien@teleworm.us,Shoundomits1967,250-786-9160,1/20/1967,"Physical meteorologist","White Hen Pantry"
Vicki,Rayburn,Orleans,Ontario,Canada,VickiDRayburn@einrot.com,Owee1942,613-837-5789,2/8/1942,Dressmaker,Strongbod
Charles,Green,Hull,Quebec,Canada,CharlesAGreen@rhyta.com,Siralls,819-420-1627,10/28/1987,"Line installer","Integra Wealth Planners"
John,Martinez,Toronto,Ontario,Canada,JohnMMartinez@cuvox.de,Sapping,416-778-7535,12/9/1986,"Bus driver","Parklane Hosiery"
Kathleen,Carrington,Toronto,Ontario,Canada,KathleenSCarrington@jourrapide.com,Whons1942,416-298-0916,5/9/1942,"Central office installer","Nutri G"
Dorothy,Swanson,Kelowna,"British Columbia",Canada,DorothyASwanson@cuvox.de,Therhavery,250-861-2763,5/16/2000,"Payroll administrator","Just For Feet"
Clayton,Case,Kitchener,Ontario,Canada,ClaytonJCase@cuvox.de,Iltor1968,519-893-4561,2/20/1968,President,"Dun Rite Lawn Maintenance"
Bruce,Lashbrook,Corunna,Ontario,Canada,BruceLLashbrook@jourrapide.com,Toorm1965,519-481-7660,11/1/1965,Demographer,"Dick Fischers"
Bethany,Kimber,Lachute,Quebec,Canada,BethanyGKimber@cuvox.de,Rons1976,450-612-5999,2/20/1976,Coder,Gamble-Skogmo
Robert,Odegaard,Huntsville,Ontario,Canada,RobertAOdegaard@superrito.com,Manciener39,705-788-7660,5/21/1939,"Cement mason",Schweggmanns
Angela,Wilkerson,Perce,Quebec,Canada,AngelaJWilkerson@gustr.com,Forting,418-783-3314,5/17/1955,"Marine electronics technician",Nedick's
Craig,Rodriguez,"St Eugene",Ontario,Canada,CraigLRodriguez@cuvox.de,Parsettern,613-674-2871,2/6/1970,Secretary,"Miller & Rhoads"
Wanda,Ray,Montreal,Quebec,Canada,WandaTRay@superrito.com,Comageat,514-282-5121,1/18/1948,"Administrative supervisor","Gamma Realty"
Robert,Cruz,Sarnia,Ontario,Canada,RobertTCruz@dayrep.com,Casonctin,519-339-5480,2/24/2003,"Budget officer","Alladin Realty"
Frank,Ely,"New Westminster","British Columbia",Canada,FrankSEly@armyspy.com,Somet1951,604-889-0875,7/28/1951,"National account executive","De Pinna"
John,Moser,"North Vancouver","British Columbia",Canada,JohnSMoser@teleworm.us,Aggets,604-981-5533,1/28/1979,"Financial investigator",Roberd's
James,Davis,"St Georges",Quebec,Canada,JamesJDavis@jourrapide.com,Beirinked,418-215-8029,9/22/1985,"Psychiatric technician","Mr. Good Buys"
Daniel,Puma,"St Catharines",Ontario,Canada,DanielAPuma@rhyta.com,Cautity,905-327-0908,2/14/1969,"Cardiac sonographer","Castro Convertibles"
Debra,Singh,Ponoka,Alberta,Canada,DebraJSingh@superrito.com,Thibles,403-783-2361,8/11/1956,Esthetician,"Laura Ashley"
Catherine,Thorson,"Musquodoboit Harbour","Nova Scotia",Canada,CatherineRThorson@rhyta.com,Garld1971,902-342-4051,5/16/1971,"Sheet metal worker",Naugles
Marie,Tapper,Vancouver,"British Columbia",Canada,MarieGTapper@fleckens.hu,Whintaked,778-837-6600,5/9/1971,"Geological engineer","Castro Convertibles"
Edith,Lopez,Toronto,Ontario,Canada,EdithSLopez@gustr.com,Parliveartle,416-233-0919,4/8/1959,Zoologist,"O.K. Fairbanks"
Rickey,Maxwell,Toronto,Ontario,Canada,RickeyLMaxwell@teleworm.us,Deersomided,416-665-2387,8/31/1967,"Snowmobile mechanic",MegaSolutions
Richard,Chung,Toronto,Ontario,Canada,RichardJChung@dayrep.com,Standery1993,416-390-0396,3/28/1993,"LAN manager","Penn Fruit"
Sharon,Brown,Rae,"Northwest Territories",Canada,SharonKBrown@einrot.com,Phost1994,867-392-0459,2/24/1994,"Transportation engineer","William Wanamaker & Sons"
Edna,Owens,Calgary,Alberta,Canada,EdnaDOwens@rhyta.com,Occonever1965,403-247-5089,1/22/1965,"Front desk clerk","Sound Advice"
Michelle,Simmons,Mckellar,Ontario,Canada,MichelleBSimmons@rhyta.com,Willet,705-389-8167,2/24/1995,Paraprofessional,"Gamma Realty"
Cindy,Petitt,Snelgrove,Ontario,Canada,CindyRPetitt@dayrep.com,Ineack,905-840-0013,9/1/1993,"Rotary drill operator","Sholl's Colonial Cafeteria"
Clifford,Lopez,Chipman,Alberta,Canada,CliffordMLopez@armyspy.com,Mysing,780-363-5267,4/20/1959,"Title abstractor","Lawn N' Order Garden Care"
Erica,Guzman,Montreal,Quebec,Canada,EricaHGuzman@cuvox.de,Phrou1973,514-905-4017,10/7/1973,"Electric line worker","Childrens Bargain Town"
Denise,Russell,Stittsville,Ontario,Canada,DeniseTRussell@gustr.com,Licand,613-836-3971,1/13/1980,Correspondent,"Flagg Bros. Shoes"
James,Betty,"Erin Mills",Ontario,Canada,JamesRBetty@superrito.com,Mardeen,905-569-3169,6/2/1967,"Hand typesetter","Success Is Yours"
Ofelia,Gage,Amos,Quebec,Canada,OfeliaGGage@rhyta.com,Evers1966,819-732-0584,6/27/1966,"Bindery machine operator",Chandler's
Linda,Collins,Ajax,Ontario,Canada,LindaRCollins@armyspy.com,Thusecomang,905-999-2387,11/9/1986,"Business office manager","Steak and Ale"
Jacqueline,Davenport,Digby,"Nova Scotia",Canada,JacquelineWDavenport@gustr.com,Prionfre1949,902-249-9364,1/1/1949,"Merchandise manager","Monk Home Funding Services"
Sherry,Klimek,Toronto,Ontario,Canada,SherryHKlimek@armyspy.com,Bringer,416-291-7466,11/2/1995,"Industrial therapist","Pearl Architectural Design"
Michelle,Jones,Toronto,Ontario,Canada,MichelleBJones@teleworm.us,Supostizat,416-969-4676,5/12/1947,"Research psychologist","Schucks Auto Supply"
Willie,Patrick,Toronto,Ontario,Canada,WillieSPatrick@gustr.com,Huseermsed,416-536-5318,10/29/1937,"Agricultural engineer","Envirotecture Design Service"
Joseph,Mills,"St Andre Avellin",Quebec,Canada,JosephLMills@rhyta.com,Bervicad,819-983-7325,5/8/1947,"Health engineer","Mr. Good Buys"
Galen,Barrett,"Richmond Hill",Ontario,Canada,GalenPBarrett@einrot.com,Buir1956,905-780-9169,6/14/1956,"Long-term care facility nurse","Rose Records"
Sabrina,Pitts,"St Pierre",Manitoba,Canada,SabrinaSPitts@jourrapide.com,Acketwound,204-433-0795,5/23/1957,"Pesticide handler","Jacob Reed and Sons"
Fernanda,Mitchell,Leduc,Alberta,Canada,FernandaBMitchell@rhyta.com,Hustme,780-986-7787,3/22/1975,"Health information manager","Food Mart"
Deann,Thompson,"Peerless Lake",Alberta,Canada,DeannJThompson@superrito.com,Wousing,780-869-6351,9/26/1982,"Explosives worker",Naugles
Donna,McWhorter,Peterborough,Ontario,Canada,DonnaJMcWhorter@dayrep.com,Amens2001,705-755-6391,8/9/2001,"Marketing specialist","Lechters Housewares"
Trina,Medeiros,Toronto,Ontario,Canada,TrinaLMedeiros@armyspy.com,Bove1943,416-266-6692,11/14/1943,"Grief counselor",Sambo's
William,Cartagena,"Prince George","British Columbia",Canada,WilliamECartagena@superrito.com,Tisid1956,250-963-9894,9/29/1956,"Semiconductor processing technician","Boys Markets"
Ida,Hutton,Toronto,Ontario,Canada,IdaEHutton@jourrapide.com,Aded2002,416-356-8316,11/12/2002,"Automation and control technician","Johnson's General Stores"
Mattie,Pinard,Calgary,Alberta,Canada,MattieAPinard@cuvox.de,Geore1970,403-650-0094,12/5/1970,"Sound engineering technician",Hill-Behan
James,Kirkland,Burnaby,"British Columbia",Canada,JamesEKirkland@einrot.com,Howere,778-899-0916,6/3/1944,"Film processing technician","World Radio"
Jared,Martell,Toronto,Ontario,Canada,JaredLMartell@cuvox.de,Minve1951,647-887-0971,1/9/1951,"Sports instructor",Weatherill's
Gertrude,Spicer,Toronto,Ontario,Canada,GertrudeSSpicer@fleckens.hu,Comortle41,416-428-6388,8/7/1941,"Bookkeeping clerk","Solution Bridge"
Sheila,Manning,Bienfait,Saskatchewan,Canada,SheilaIManning@fleckens.hu,Belptly,306-388-9104,1/26/1966,"Grader operator","Jitney Jungle"
Ervin,Jones,Toronto,Ontario,Canada,ErvinRJones@rhyta.com,Donch1940,416-386-3808,3/21/1940,"Scheduling clerk",TheBottomHalf
Daniel,Mancha,Montreal,Quebec,Canada,DanielGMancha@superrito.com,Mandivether,514-919-4926,4/11/1973,"Agricultural and food science technician","Earthworks Garden Kare"
Melissa,McNicholas,Woodbridge,Ontario,Canada,MelissaBMcNicholas@teleworm.us,Apse1988,905-265-6655,4/21/1988,"Advertising sales agent","Eisner Food Stores"
Kevin,Ulmer,Mission,"British Columbia",Canada,KevinMUlmer@cuvox.de,Sturposeet,604-826-8769,2/27/1942,"Manpower development specialist","id Boutiques"
Denise,Pham,Toronto,Ontario,Canada,DeniseRPham@rhyta.com,Butid1942,416-620-6116,5/10/1942,"Heavy vehicle and mobile equipment service technician","Super Saver Foods"
Gregory,Liles,Okotoks,Alberta,Canada,GregoryTLiles@superrito.com,Eptich,403-995-7834,7/17/1985,"Documentation specialist","Kash n' Karry"
Merrill,Smith,Montreal,Quebec,Canada,MerrillLSmith@einrot.com,Staided,514-391-5464,1/11/1985,Butcher,Merry-Go-Round
Henry,Soria,Calgary,Alberta,Canada,HenryLSoria@teleworm.us,Guithay,403-808-2517,5/5/1952,Faller,"Plan Future"
Brenda,Evans,"Smiths Falls",Ontario,Canada,BrendaMEvans@dayrep.com,Thispose,613-982-0605,12/15/1972,"Dividend clerk","Integra Design"
Anthony,Smith,Midland,Ontario,Canada,AnthonyJSmith@cuvox.de,Crod1994,705-543-7439,10/25/1994,"Door-to-door sales worker",Prestiga-Biz
Roy,Fischer,"St Hyacinthe",Quebec,Canada,RoySFischer@dayrep.com,Moutiche,450-278-3418,2/27/1981,"Diagnostic medical sonographer","Brand Names"
Katherine,Cooksey,Vancouver,"British Columbia",Canada,KatherineJCooksey@cuvox.de,Towithe,604-671-7674,8/21/1959,"Manufactured building and mobile home installer",Lum's
Kevin,Williams,"Baie Comeau",Quebec,Canada,KevinMWilliams@fleckens.hu,Gattim47,418-298-7587,10/29/1947,"Timekeeping clerk",Gantos
Albert,Fisher,Toronto,Ontario,Canada,AlbertMFisher@armyspy.com,Olittiony,416-512-6504,5/23/2003,"Travel clerk","Realty Depot"
Timothy,Rodriguez,Toronto,Ontario,Canada,TimothyARodriguez@jourrapide.com,Bans1987,647-290-1023,7/4/1987,"Scientific photographer","Monk Real Estate Service"
Linda,Newbern,Regina,Saskatchewan,Canada,LindaJNewbern@gustr.com,Gines1996,306-791-0736,3/16/1996,Dipper,"Superior Appraisals"
Bridgette,Burdette,Calgary,Alberta,Canada,BridgetteGBurdette@rhyta.com,Surrive,403-234-3324,5/1/1951,"Control room assistant","Destiny Realty Solutions"
Mia,Sells,Creston,"British Columbia",Canada,MiaCSells@teleworm.us,Henin1942,250-435-6703,2/9/1942,"Aircraft cargo handling supervisor","Parklane Hosiery"
Elizabeth,Bryant,Toronto,Ontario,Canada,ElizabethSBryant@superrito.com,Eareeter,416-636-2949,8/19/1958,"Press agent","Pro Property Maintenance"
Glen,Wheeler,"North Vancouver","British Columbia",Canada,GlenNWheeler@armyspy.com,Shmidecir1977,604-980-2067,6/3/1977,"Jewelry appraiser",Henry's
Sherrie,Rosa,"Medicine Hat",Alberta,Canada,SherrieMRosa@einrot.com,Hurping,403-488-4699,10/9/1991,Geropsychologist,"Brown Derby"
Brenda,Nicholson,Toronto,Ontario,Canada,BrendaDNicholson@jourrapide.com,Fistic84,416-380-9696,9/30/1984,Compositor,Multicerv
Sandra,Tucker,Saskatoon,Saskatchewan,Canada,SandraCTucker@jourrapide.com,Woonesuf,306-270-2219,11/15/1974,"Dog trainer",Edwards
Dorothy,Bennett,Toronto,Ontario,Canada,DorothyMBennett@teleworm.us,Caboys,416-589-8877,1/16/1976,"Plating and coating machine operator","Lawnscape Garden Maintenance"
Pat,Stewart,Bath,Ontario,Canada,PatRStewart@gustr.com,Egards,613-352-7757,9/20/1941,"Commercial pilot","Electric Avenue"
David,Turner,Edmonton,Alberta,Canada,DavidDTurner@fleckens.hu,Shoudered,780-425-8461,7/19/1942,"Subway operator",Nedick's
Gary,Otis,Edmonton,Alberta,Canada,GaryMOtis@teleworm.us,Momed1995,780-496-3151,12/1/1995,"Construction and maintenance painter","Red Robin Stores"
John,Sievers,Malton,Ontario,Canada,JohnKSievers@einrot.com,Fornor74,416-213-8355,6/15/1974,Biostatistician,"Pro-Care Garden Maintenance"
Jane,Coon,Montreal,Quebec,Canada,JaneRCoon@superrito.com,Cired1981,514-287-4967,2/19/1981,"Bindery machine operator","Federated Group"
Alberto,McGinnis,"Medicine Hat",Alberta,Canada,AlbertoWMcGinnis@einrot.com,Cattess,403-528-8027,9/26/1969,"Sports competitor",Loblaws
Johnny,Moak,Peachland,"British Columbia",Canada,JohnnyHMoak@cuvox.de,Youlthad,250-767-4230,5/22/1955,"Plant operator","Solution Realty"
Norma,Wiser,"North Milton","Prince Edward Island",Canada,NormaBWiser@einrot.com,Whavereend,902-388-8545,4/2/1948,"Sewer pipe cleaner","Independent Investors"
David,Waid,Parksville,"British Columbia",Canada,DavidLWaid@fleckens.hu,Gring1951,250-248-6995,8/26/1951,"Job training specialist","Record & Tape Outlet"
Connie,Mayfield,Toronto,Ontario,Canada,ConnieJMayfield@cuvox.de,Cludeatic41,416-337-9896,8/11/1941,"Oral and maxillofacial radiologist","Carl Durfees"
Pedro,Newsome,London,Ontario,Canada,PedroENewsome@gustr.com,Oning1977,519-317-5081,7/9/1977,Paramedic,"Play Town"
Cheryl,Turney,Oakbank,Manitoba,Canada,CherylETurney@einrot.com,Bettim,204-444-8928,9/28/1986,"Geophysical prospecting surveyor","Brilliant Home Designs"
Anna,Ortiz,Castlegar,"British Columbia",Canada,AnnaTOrtiz@teleworm.us,Youn1950,250-304-8531,4/19/1950,"Television announcer",Angel's
Charity,Rawlings,Kitchener,Ontario,Canada,CharityRRawlings@armyspy.com,Saydrund1951,519-404-3241,3/1/1951,"Information architect librarian","WWW Realty"
Jane,Mills,Toronto,Ontario,Canada,JaneBMills@jourrapide.com,Angly1980,416-863-1980,5/14/1980,"Geriatric aide","Magik Lamp"
Mary,Ketchum,Hespeler,Ontario,Canada,MarySKetchum@cuvox.de,Velint,519-716-1866,12/3/2003,"Electronic home entertainment equipment installer","Unity Stationers"
Robert,Lazaro,Toronto,Ontario,Canada,RobertRLazaro@rhyta.com,Stagetheir,905-282-5628,10/8/1956,"Osteopathic surgeon",
Willie,Malone,Regina,Saskatchewan,Canada,WillieEMalone@dayrep.com,Begivest95,306-537-7549,3/2/1995,Electrotyper,"Mission G"
Otis,Gibson,"Fort St John","British Columbia",Canada,OtisCGibson@gustr.com,Movell1957,250-785-2015,7/10/1957,"Retail buyer","Sunflower Market"
Jeanette,Neal,Eyebrow,Saskatchewan,Canada,JeanetteANeal@teleworm.us,Artake,306-759-9402,11/23/1980,"Receiving clerk","Circuit Design"
Tim,Perez,Nelson,"British Columbia",Canada,TimAPerez@dayrep.com,Tolly1951,250-509-9720,2/11/1951,"Diesel service mechanic","Plan Smart"
James,Charest,"Bear Lake","British Columbia",Canada,JamesMCharest@einrot.com,Netionster,250-972-4622,10/5/1974,"Electronic prepress technician","Thom McAn Store"
Leonard,Farrington,Penticton,"British Columbia",Canada,LeonardAFarrington@jourrapide.com,Regatian,250-496-2325,10/6/1958,Hairstylist,"Harold Powell"
Alexandra,Burdette,Orillia,Ontario,Canada,AlexandraDBurdette@teleworm.us,Rolong,705-238-2505,12/7/1943,"Immunohematology technologist","Polk Brothers"
Liza,Robles,Edmonton,Alberta,Canada,LizaKRobles@teleworm.us,Hinaries58,780-940-0895,1/2/1958,"Labor training manager","Belle Ladi"
Hoyt,Lillie,Montreal,Quebec,Canada,HoytYLillie@einrot.com,Butablit1965,514-245-9924,3/31/1965,"Electrical engineer","Asian Junction"
Rachel,Gailey,Saskatoon,Saskatchewan,Canada,RachelGGailey@teleworm.us,Reated,306-261-0415,9/12/1985,"Gaming surveillance officer","Disc Jockey"
Richard,McCoy,Calgary,Alberta,Canada,RichardJMcCoy@rhyta.com,Hisdon74,403-830-3914,12/26/1974,"Gaming and sports runner","Avant Garde Interior Designs"
Amy,Busby,"Rainy River",Ontario,Canada,AmyEBusby@dayrep.com,Ingtheas,807-852-7685,12/6/1938,"Sales manager","Wise Appraisals"
Chelsea,Callender,Metcalfe,Ontario,Canada,ChelseaNCallender@cuvox.de,Didan1951,613-821-9495,12/19/1951,"Local account executive","Cardinal Stores"
Michael,Pickett,Newmarket,Ontario,Canada,MichaelFPickett@rhyta.com,Yourselly,289-231-1938,2/3/1998,"Cardiology technologist","Karl's Shoes"
Michael,Morgan,Toronto,Ontario,Canada,MichaelGMorgan@cuvox.de,Hapers,416-346-6111,6/11/1982,Blaster,Gamble-Skogmo
Robert,Lowry,Guelph,Ontario,Canada,RobertMLowry@rhyta.com,Whind1942,519-838-1711,3/30/1942,"Personnel recruiter","Gold Medal"
James,Rodriquez,Brussels,Ontario,Canada,JamesWRodriquez@rhyta.com,Poned2002,519-887-6078,4/28/2002,"Bookkeeping clerk","The Original House of Pies"
Kenneth,Merriman,Toronto,Ontario,Canada,KennethKMerriman@jourrapide.com,Frincong,416-263-0108,6/2/1988,"Insurance claims and policy processing clerk","Super Saver Foods"
Richard,Smith,Keewatin,Ontario,Canada,RichardDSmith@jourrapide.com,Affe1938,807-547-9798,6/1/1938,"Human resources consultant","Quality Merchant Services"
Carin,Hickman,Hamilton,Ontario,Canada,CarinPHickman@superrito.com,Mantion1972,905-545-7845,12/2/1972,"Screen printing machine operator","Albers Super Markets"
Selma,Pearson,Chibougamau,Quebec,Canada,SelmaGPearson@teleworm.us,Apidention60,418-748-4301,12/3/1960,"Loan authorizer",Netaid
Donna,Matheny,Calgary,Alberta,Canada,DonnaSMatheny@teleworm.us,Womagranart90,403-266-2039,1/29/1990,"Chemical engineering technician","Strategic Profit"
Margaret,Benevides,"Wolfe Island",Ontario,Canada,MargaretPBenevides@dayrep.com,Piceplonse,613-385-7191,3/23/1969,Telemarketer,"Omni Source"
Nancy,Nyquist,"Fort Resolution","Northwest Territories",Canada,NancyWNyquist@cuvox.de,Hileed,867-394-2357,4/12/1961,"Travel consultant","Dee's Drive-In"
Robert,Lytle,Montreal,Quebec,Canada,RobertCLytle@gustr.com,Evend1969,514-691-8865,11/12/1969,"Tile finisher","Omni Tech Solutions"
Grace,Wills,Stonewall,Manitoba,Canada,GraceMWills@jourrapide.com,Witheniand1965,204-513-0707,11/28/1965,"Design printing machine operator","Coffey's Market"
Devin,Nelson,"Baie St Paul",Quebec,Canada,DevinLNelson@cuvox.de,Witall,418-240-6240,6/14/1947,"Media outreach specialist","Pay'N Takeit"
Marjorie,Hunter,Bourget,Ontario,Canada,MarjorieEHunter@teleworm.us,Orout1979,613-487-8245,4/22/1979,"Data typist","CSK Auto"
Elaine,Blunt,"La Prairie",Quebec,Canada,ElaineWBlunt@jourrapide.com,Linet1964,450-659-1014,3/22/1964,"Engineering and natural sciences manager","Mighty Casey's"
Vern,Petway,Montreal,Quebec,Canada,VernYPetway@cuvox.de,Carded1945,514-995-0486,3/19/1945,Model,Ejecta
Archie,Davis,Toronto,Ontario,Canada,ArchieMDavis@teleworm.us,Spive1970,416-522-6745,7/13/1970,"Set and exhibit designer","Casual Corner"
Anna,Klassen,Calgary,Alberta,Canada,AnnaTKlassen@armyspy.com,Cognoy,403-230-0602,10/27/1966,"Survey researcher","Canal Villere"
James,Miller,Toronto,Ontario,Canada,JamesBMiller@jourrapide.com,Breng1947,647-882-4309,9/18/1947,"Recreation and parks director",Harold's
Ruth,Tilghman,Ottawa,Ontario,Canada,RuthJTilghman@cuvox.de,Whoures,613-323-5461,8/17/1949,"Delivery service truck driver",Stratagee
Lillian,Goodrich,Grimsby,Ontario,Canada,LillianJGoodrich@cuvox.de,Descuseence1990,905-309-8127,1/7/1990,"Remedial education teacher",Weingarten's
Harriet,Winfrey,London,Ontario,Canada,HarrietJWinfrey@gustr.com,Ining1982,519-438-3641,10/1/1982,"Store detective","Alladin's Lamp"
Laura,Mendoza,London,Ontario,Canada,LauraRMendoza@cuvox.de,Herringen1957,519-494-9428,2/21/1957,"Psychiatric aide","Sound Warehouse"
Ann,Cayer,Camrose,Alberta,Canada,AnnMCayer@armyspy.com,Forgess,780-678-3427,3/11/1955,"Administrative services director",Heilig-Meyers
